ticket_id,description,service_category,resolution_steps,resolution_summary,kb_article_id,resolution_template_id,root_cause,tags
INC3801182,"Hello IT, I can't access the portal/shared drive—permission denied. Started after password reset. I'm in Chennai. This is impacting 'Business App - BluePortal'. Error seen: TLS_HANDSHAKE_FAIL.. I already updated the app, tried a different browser but the issue persists. Please help.",Identity & Access,Reviewed group membership and ACLs; Synced directory and refreshed tokens; Validated access on the requested resource; Updated access request with approvals; Informed user on least-privilege policy,Updated group membership and synced directory; access granted.,KB0000100,RES-TPL-008,Misconfiguration,sla-response-breach;kb-high-confidence;auto-resolution-candidate
INC3800312,"Hi Service Desk, I can't access the portal/shared drive—permission denied. Started from home. I'm while working from home. This is impacting 'Payments DB'. Error seen: NDR 5.7.1.. I already tried a different browser, switched networks but the issue persists. Please help.",Identity & Access,Reviewed group membership and ACLs; Synced directory and refreshed tokens; Validated access on the requested resource; Updated access request with approvals; Informed user on least-privilege policy,Updated group membership and synced directory; access granted.,KB0000100,RES-TPL-008,Misconfiguration,auto-resolution-candidate
INC3800921,"Hello IT, VPN keeps asking for credentials and then fails to connect. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'WAN'. Error seen: 0xCAA20002.. I already tried a different browser, updated the app but the issue persists. Please help.",Remote Access (VPN),Verified account status and MFA enrollment; Reset MFA and cleared cached VPN credentials; Updated VPN client and reimported profile; Validated time sync and TLS date/time; Confirmed successful connection and resource access,"Reset MFA, refreshed VPN profile, and verified successful authentication.",KB0001245,RES-TPL-001,Misconfiguration,nan
INC3800109,"Hello Support, Profile changes don't show up unless I hard‑refresh/clear cache. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'Printing'. Error seen: TLS_HANDSHAKE_FAIL.. I already signed out and back in, restarted my laptop but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Cleared cache/cookies; Disabled problematic extensions; Hard-refreshed page; Updated browser; Documented steps for users,Cleared cache/cookies and updated browser; portal loads correctly.,KB0001902,RES-TPL-010,Misconfiguration,nan
INC3800718,"Hi Team, Something isn't working as expected and I'm blocked. Started from home. I'm while working from home. This is impacting 'BluePortal'. Error seen: 0xCAA20002.. I already updated the app, restarted my laptop but the issue persists. Please help.",Printing,Cleared spooler queue; Reinstalled OEM driver and removed legacy packages; Remapped printer via policy; Printed test page and verified queue health; Monitored for 24 hours,"Cleared spooler, reinstalled driver, remapped printer; test page OK.",KB0000720,RES-TPL-007,Misconfiguration,reopened
INC3800691,"Hi Service Desk, UI breaks after a recent browser update; need compatibility fix. Started this afternoon. I'm in Noida. This is impacting 'Printing'. Error seen: ERR_TIMEOUT.. I already tried a different browser, cleared cache but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Cleared cache/cookies and disabled extensions; Switched to supported browser version; Applied site compatibility mode; Retested login and form submission; Updated user documentation,Applied compatibility mode and updated browser; portal functional.,KB0001902,RES-TPL-010,Misconfiguration,kb-high-confidence
INC3800100,"Hi Team, Sync client isn't syncing files; I see conflicts/red X icons. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'Printing'. Error seen: AUTH_FAIL.. I already switched networks, signed out and back in but the issue persists. Please help.",Collaboration (SharePoint/Teams/OneDrive),Reset OneDrive/Sync client; Resolved file lock conflicts; Reauthenticated and forced sync; Verified version history restoration; Confirmed green check marks,Reset client and resolved conflicts; files syncing normally.,KB0000987,RES-TPL-002,Vendor Issue,kb-high-confidence
INC3801125,"Hi Team, Something isn't working as expected and I'm blocked. Started from home. I'm while working from home. This is impacting 'BluePortal'. Error seen: AUTH_FAIL.. I already tried a different browser, restarted my laptop but the issue persists. Please help.",Business App (BluePortal),Cleared Office cache and refreshed sign-in tokens; Checked service health dashboard; Repaired Office installation; Validated OneDrive/Teams connectivity; Synced licenses and reactivated apps,"Cleared Office cache, repaired apps, and validated service health.",KB0000987,RES-TPL-002,Software Bug,sla-response-breach
INC3800669,"Hi Service Desk, System keeps alerting low disk space; temp/log files are piling up. Started after reboot. I'm in Delhi. This is impacting 'Web Frontend'. Error seen: AUTH_FAIL.. I already cleared cache, signed out and back in but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Identified top disk consumers (logs/cache/temp); Applied log rotation with compression; Purged obsolete archives as per retention policy; Adjusted thresholds and expanded volume if needed; Added proactive alerts at 70/85/90%,"Freed disk, enabled log rotation, tuned thresholds; alerts normalized.",KB0001320,RES-TPL-003,Misconfiguration,nan
INC3801375,"Hi Service Desk, Getting errors and unable to proceed with my work. Started post update. I'm in Pune. This is impacting 'Web Frontend'. Error seen: 0x80070005.. I already switched networks, tried a different browser but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Measured latency/jitter and packet loss; Failed over to healthy path; Adjusted QoS for critical apps; Opened ISP ticket with traces; Monitored trend for 24 hours,Failed over to healthier path and tuned QoS; latency improved.,KB0001801,RES-TPL-009,Vendor Issue,sla-response-breach
INC3800266,"Hi Team, Outgoing emails are bouncing/stuck in Outbox; got NDRs. Started today. I'm in Delhi. This is impacting 'Remote Access'. Error seen: AUTH_FAIL.. I already signed out and back in, updated the app but the issue persists. Please help.",Email/Outlook,Reviewed NDR codes and message trace; Fixed transport rules causing rejection; Whitelisted recipient domain; Retriggered delivery and validated receipt; Monitored for recurrence,Reviewed NDRs and adjusted transport rules; deliveries succeeded.,KB0000987,RES-TPL-002,Vendor Issue,kb-high-confidence
INC3800678,"Hello IT, I'm facing an issue with the application and need help to resolve it. Started this afternoon. I'm in Noida. This is impacting 'Email'. Error seen: ERR_TIMEOUT. Ref. I already signed out and back in, updated the app but the issue persists. Please help.",Email/Outlook,Removed legacy driver packages; Installed OEM-signed driver; Remapped printer; Printed test page; Locked driver version,Installed correct OEM driver and remapped printer; test page OK.,KB0000720,RES-TPL-007,Misconfiguration,sla-response-breach
INC3800296,"Hello Support, Getting SSL certificate expiry warning on internal portal. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'Web Frontend'. Error seen: TLS_HANDSHAKE_FAIL.. I already signed out and back in, switched networks but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Reissued cert with correct SANs; Installed full chain (leaf+intermediate+root); Rebound listener and cleared SSL sessions; Validated with SSL scanners; Enabled auto-renewal and set T-30 reminder,Renewed TLS certificate and installed full chain; browsers clean.,KB0001610,RES-TPL-006,Misconfiguration,kb-high-confidence
INC3800529,"Hello Support, Outlook crashes when opening calendar/searching. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'Email'. Error seen: ERR_TIMEOUT.. I already updated the app, tried a different browser but the issue persists. Please help.",Email/Outlook,Started Outlook in safe mode and disabled add-ins; Rebuilt profile and let OST resync; Repaired Office and updated to latest build; Reset Windows Search index; Validated send/receive and calendar sync,Rebuilt Outlook profile and disabled conflicting add-ins; sync restored.,KB0000987,RES-TPL-002,Known Error,kb-high-confidence
INC3800944,"Hi Service Desk, OneDrive isn't syncing; I see red X marks/conflicts on files. Started after password reset. I'm in Pune. This is impacting 'Printing'. Error seen: AUTH_FAIL.. I already switched networks, restarted my laptop but the issue persists. Please help.",Collaboration (SharePoint/Teams/OneDrive),Reset OneDrive; Resolved conflicts; Forced sync; Reauthenticated; Verified status icons,"Reset client, resolved conflicts, forced sync; status icons green.",KB0000987,RES-TPL-002,Vendor Issue,nan
INC3801013,"Hi Team, Getting errors and unable to proceed with my work. Started this afternoon. I'm in Chennai. This is impacting 'Web Frontend'. Error seen: 0xCAA20002.. I already tried a different browser, cleared cache but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Removed legacy driver packages; Installed OEM-signed driver; Remapped printer; Printed test page; Locked driver version,Installed correct OEM driver and remapped printer; test page OK.,KB0000720,RES-TPL-007,User Error,nan
INC3800950,"Hi Service Desk, Something isn't working as expected and I'm blocked. Started after password reset. I'm in Mumbai. This is impacting 'BluePortal'. Error seen: TLS_HANDSHAKE_FAIL.. I already restarted my laptop, updated the app but the issue persists. Please help.",Business App (BluePortal),Cleared Office cache and refreshed sign-in tokens; Checked service health dashboard; Repaired Office installation; Validated OneDrive/Teams connectivity; Synced licenses and reactivated apps,"Cleared Office cache, repaired apps, and validated service health.",KB0000987,RES-TPL-002,Software Bug,nan
INC3800377,"Hello Support, I'm facing an issue with the application and need help to resolve it. Started during login. I'm in Bengaluru. This is impacting 'Email'. Error seen: NDR 5.7.1. Ref. I already switched networks, signed out and back in but the issue persists. Please help.",Email/Outlook,Removed legacy driver packages; Installed OEM-signed driver; Remapped printer; Printed test page; Locked driver version,Installed correct OEM driver and remapped printer; test page OK.,KB0000720,RES-TPL-007,Misconfiguration,reopened
INC3800286,"Hello Support, Getting errors and unable to proceed with my work. Started today. I'm in Pune. This is impacting 'Remote Access'. Error seen: 0x80070005.. I already signed out and back in, restarted my laptop but the issue persists. Please help.",Remote Access (VPN),Cleared spooler queue; Reinstalled OEM driver and removed legacy packages; Remapped printer via policy; Printed test page and verified queue health; Monitored for 24 hours,"Cleared spooler, reinstalled driver, remapped printer; test page OK.",KB0000720,RES-TPL-007,User Error,nan
INC3801438,"Hi Service Desk, I can't complete MFA—codes are rejected or the prompt never shows up. Started from home. I'm while working from home. This is impacting 'WAN'. Error seen: 0xCAA20002.. I already restarted my laptop, cleared cache but the issue persists. Please help.",Identity & Access,Re-registered MFA device; Synced time on device; Cleared old registrations; Tested sign-in with backup method; Validated successful login,"Re-registered MFA, synced device time, and validated sign-in.",KB0000100,RES-TPL-008,Vendor Issue,kb-high-confidence
INC3800730,"Hello IT, Sync client isn't syncing files; I see conflicts/red X icons. Started today. I'm in Chennai. This is impacting 'WAN'. Error seen: AUTH_FAIL.. I already cleared cache, tried a different browser but the issue persists. Please help.",Collaboration (SharePoint/Teams/OneDrive),Reset OneDrive/Sync client; Resolved file lock conflicts; Reauthenticated and forced sync; Verified version history restoration; Confirmed green check marks,Reset client and resolved conflicts; files syncing normally.,KB0000987,RES-TPL-002,Vendor Issue,kb-high-confidence
INC3800126,"Hello Support, Getting errors and unable to proceed with my work. Started this morning. I'm in Hyderabad. This is impacting 'Web Frontend'. Error seen: TLS_HANDSHAKE_FAIL.. I already signed out and back in, cleared cache but the issue persists. Please help.",Remote Access (VPN),Checked VPN gateway health and authentication logs; Forced sign-out of stale sessions; Switched network and retried connection; Adjusted split-tunnel/DNS settings; Tested on wired and mobile hotspot,"Updated VPN client, adjusted DNS/split-tunnel, connection restored.",KB0001245,RES-TPL-001,Misconfiguration,nan
INC3800327,"Hello Support, VPN shows a certificate not trusted/SSL handshake error. Started this afternoon. I'm in Hyderabad. This is impacting 'Web Frontend'. Error seen: NDR 5.7.1. Ref. I already restarted my laptop, updated the app but the issue persists. Please help.",Remote Access (VPN),Installed full certificate chain; Reissued gateway cert; Cleared client cache; Retested connection; Enabled auto-renewal,Installed full certificate chain; reissued gateway cert and restored VPN.,KB0001610,RES-TPL-006,Certificate Expired,kb-high-confidence
INC3800292,"Hello Support, App is non‑responsive; keeps timing out or shows service unavailable. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'Container Platform'. Error seen: ERR_TIMEOUT.. I already tried a different browser, restarted my laptop but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Validated maintenance window and comms; Performed smoke tests post-change; Restored service and updated status page; Monitored KPIs for 60 minutes; Closed with change reference,Completed post-change validation and restored service availability.,KB0001902,RES-TPL-010,Vendor Issue,kb-high-confidence
INC3800548,"Hi Team, Getting errors and unable to proceed with my work. Started post update. I'm in Chennai. This is impacting 'Business App - BluePortal'. Error seen: 0x80070005.. I already signed out and back in, tried a different browser but the issue persists. Please help.",Business App (BluePortal),Cleared Office cache and refreshed sign-in tokens; Checked service health dashboard; Repaired Office installation; Validated OneDrive/Teams connectivity; Synced licenses and reactivated apps,"Cleared Office cache, repaired apps, and validated service health.",KB0000987,RES-TPL-002,Software Bug,nan
INC3800727,"Hi Service Desk, I'm facing an issue with the application and need help to resolve it. Started this afternoon. I'm in Hyderabad. This is impacting 'Payments DB'. Error seen: 0xCAA20002.. I already cleared cache, updated the app but the issue persists. Please help.",Database/App Backend,Cleared Office cache and refreshed sign-in tokens; Checked service health dashboard; Repaired Office installation; Validated OneDrive/Teams connectivity; Synced licenses and reactivated apps,"Cleared Office cache, repaired apps, and validated service health.",KB0000987,RES-TPL-002,Software Bug,nan
INC3800908,"Hello IT, Permission error when opening a resource I used previously. Started from home. I'm while working from home. This is impacting 'Remote Access'. Error seen: TLS_HANDSHAKE_FAIL.. I already restarted my laptop, tried a different browser but the issue persists. Please help.",Identity & Access,Reviewed group membership and ACLs; Synced directory and refreshed tokens; Validated access on the requested resource; Updated access request with approvals; Informed user on least-privilege policy,Updated group membership and synced directory; access granted.,KB0000100,RES-TPL-008,User Error,auto-resolution-candidate
INC3800355,"Hi Team, App is non‑responsive; keeps timing out or shows service unavailable. Started after reboot. I'm in Chennai. This is impacting 'Printing'. Error seen: NDR 5.7.1.. I already signed out and back in, updated the app but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Validated maintenance window and comms; Performed smoke tests post-change; Restored service and updated status page; Monitored KPIs for 60 minutes; Closed with change reference,Completed post-change validation and restored service availability.,KB0001902,RES-TPL-010,Network Flap,nan
INC3800170,"Hello Support, I'm facing an issue with the application and need help to resolve it. Started post update. I'm in Chennai. This is impacting 'Payments DB'. Error seen: TLS_HANDSHAKE_FAIL.. I already restarted my laptop, switched networks but the issue persists. Please help.",Printing,Removed legacy driver packages; Installed OEM-signed driver; Remapped printer; Printed test page; Locked driver version,Installed correct OEM driver and remapped printer; test page OK.,KB0000720,RES-TPL-007,User Error,nan
INC3800966,"Hello IT, I'm facing an issue with the application and need help to resolve it. Started this afternoon. I'm in Pune. This is impacting 'WAN'. Error seen: 0x80070005.. I already cleared cache, signed out and back in but the issue persists. Please help.",Network/WAN,Cleared Office cache and refreshed sign-in tokens; Checked service health dashboard; Repaired Office installation; Validated OneDrive/Teams connectivity; Synced licenses and reactivated apps,"Cleared Office cache, repaired apps, and validated service health.",KB0000987,RES-TPL-002,Misconfiguration,nan
INC3801133,"Hello IT, Teams join link opens but the app never connects to the meeting. Started post update. I'm in Chennai. This is impacting 'WAN'. Error seen: ERR_TIMEOUT.. I already signed out and back in, updated the app but the issue persists. Please help.",Collaboration (SharePoint/Teams/OneDrive),Checked service health; Cleared Teams cache; Repaired Teams app; Switched network; Validated meeting join,"Cleared Teams cache, repaired app, and validated meeting join.",KB0000987,RES-TPL-002,Misconfiguration,nan
INC3800651,"Hi Service Desk, Getting errors and unable to proceed with my work. Started during login. I'm in Chennai. This is impacting 'Container Platform'. Error seen: 0xCAA20002. Ref. I already updated the app, restarted my laptop but the issue persists. Please help.",App/Platform,"Verified caller identity with MFA; Unlocked directory account; Enforced password reset with strong policy; Synced identity providers and purged stale tokens; Validated access across email, VPN, and apps",Identity verified and password reset; access validated across apps.,KB0000100,RES-TPL-008,User Error,auto-resolution-candidate
INC3800209,"Hi Team, VPN keeps asking for credentials and then fails to connect. Started during login. I'm in Chennai. This is impacting 'WAN'. Error seen: ERR_TIMEOUT.. I already updated the app, cleared cache but the issue persists. Please help.",Remote Access (VPN),Verified account status and MFA enrollment; Reset MFA and cleared cached VPN credentials; Updated VPN client and reimported profile; Validated time sync and TLS date/time; Confirmed successful connection and resource access,"Reset MFA, refreshed VPN profile, and verified successful authentication.",KB0001245,RES-TPL-001,Misconfiguration,nan
INC3801397,"Hello IT, Getting errors and unable to proceed with my work. Started today. I'm in Pune. This is impacting 'Printing'. Error seen: AUTH_FAIL.. I already cleared cache, updated the app but the issue persists. Please help.",Remote Access (VPN),Checked VPN gateway health and authentication logs; Forced sign-out of stale sessions; Switched network and retried connection; Adjusted split-tunnel/DNS settings; Tested on wired and mobile hotspot,"Updated VPN client, adjusted DNS/split-tunnel, connection restored.",KB0001245,RES-TPL-001,Vendor Issue,reopened
INC3800140,"Hi Service Desk, Outlook freezes/crashes or search results are incomplete. Started after reboot. I'm in Bengaluru. This is impacting 'Identity'. Error seen: TLS_HANDSHAKE_FAIL.. I already switched networks, tried a different browser but the issue persists. Please help.",Identity & Access,Started Outlook in safe mode and disabled add-ins; Rebuilt profile and let OST resync; Repaired Office and updated to latest build; Reset Windows Search index; Validated send/receive and calendar sync,Rebuilt Outlook profile and disabled conflicting add-ins; sync restored.,KB0000987,RES-TPL-002,Software Bug,nan
INC3801083,"Hi Service Desk, Files are not syncing to OneDrive; sync stuck with errors. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'WAN'. Error seen: ERR_TIMEOUT.. I already switched networks, updated the app but the issue persists. Please help.",Collaboration (SharePoint/Teams/OneDrive),Reset OneDrive; Resolved conflicts; Forced sync; Reauthenticated; Verified status icons,"Reset client, resolved conflicts, forced sync; status icons green.",KB0000987,RES-TPL-002,Vendor Issue,nan
INC3800990,"Hello IT, Something isn't working as expected and I'm blocked. Started from home. I'm while working from home. This is impacting 'Business App - BluePortal'. Error seen: TLS_HANDSHAKE_FAIL.. I already cleared cache, restarted my laptop but the issue persists. Please help.",Printing,Cleared spooler queue; Reinstalled OEM driver and removed legacy packages; Remapped printer via policy; Printed test page and verified queue health; Monitored for 24 hours,"Cleared spooler, reinstalled driver, remapped printer; test page OK.",KB0000720,RES-TPL-007,User Error,nan
INC3800650,"Hi Team, I can't access the portal/shared drive—permission denied. Started this morning. I'm in Mumbai. This is impacting 'Web Frontend'. Error seen: TLS_HANDSHAKE_FAIL.. I already signed out and back in, restarted my laptop but the issue persists. Please help.",Identity & Access,Reviewed group membership and ACLs; Synced directory and refreshed tokens; Validated access on the requested resource; Updated access request with approvals; Informed user on least-privilege policy,Updated group membership and synced directory; access granted.,KB0000100,RES-TPL-008,Misconfiguration,auto-resolution-candidate
INC3801188,"Hi Team, Upgrade didn't go through properly; the app won't launch post‑update. Started after reboot. I'm in Bengaluru. This is impacting 'Container Platform'. Error seen: ERR_TIMEOUT. Ref. I already tried a different browser, restarted my laptop but the issue persists. Please help.",Database/App Backend,Captured installer logs; Rolled back to previous version; Applied hotfix; Retested core functions; Scheduled planned upgrade,"Rolled back upgrade, applied hotfix, retested; upgrade rescheduled.",KB0001411,RES-TPL-004,Capacity Exhaustion,nan
INC3801498,"Hello Support, Portal opens to a blank/503 page; retry sometimes helps. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'Container Platform'. Error seen: NDR 5.7.1.. I already updated the app, restarted my laptop but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Validated maintenance window and comms; Performed smoke tests post-change; Restored service and updated status page; Monitored KPIs for 60 minutes; Closed with change reference,Completed post-change validation and restored service availability.,KB0001902,RES-TPL-010,Network Flap,kb-high-confidence
INC3800485,"Hi Team, The app keeps crashing/freezing when I try to use it. Started after reboot. I'm in Hyderabad. This is impacting 'Email'. Error seen: 0x80070005.. I already signed out and back in, updated the app but the issue persists. Please help.",Email/Outlook,Captured crash logs and minidump; Rolled back problematic plugin; Increased memory limit and retry; Validated stability with soak test; Published fix notes,Rolled back faulty plugin and applied hotfix; app stable.,KB0001411,RES-TPL-004,Software Bug,kb-high-confidence
INC3800527,"Hello IT, Getting errors and unable to proceed with my work. Started during login. I'm in Noida. This is impacting 'Printing'. Error seen: ERR_TIMEOUT.. I already tried a different browser, cleared cache but the issue persists. Please help.",Remote Access (VPN),Checked VPN gateway health and authentication logs; Forced sign-out of stale sessions; Switched network and retried connection; Adjusted split-tunnel/DNS settings; Tested on wired and mobile hotspot,"Updated VPN client, adjusted DNS/split-tunnel, connection restored.",KB0001245,RES-TPL-001,Misconfiguration,nan
INC3800199,"Hi Team, I can't access/edit files in SharePoint—keeps saying access denied. Started after reboot. I'm in Chennai. This is impacting 'BluePortal'. Error seen: AUTH_FAIL.. I already restarted my laptop, cleared cache but the issue persists. Please help.",Identity & Access,Reviewed site permissions; Updated group membership; Synced directory; Cleared cache; Validated access,Adjusted permissions and synced directory; user can access site.,KB0000100,RES-TPL-008,Misconfiguration,kb-high-confidence;auto-resolution-candidate
INC3800889,"Hi Service Desk, Getting errors and unable to proceed with my work. Started during login. I'm in Chennai. This is impacting 'Printing'. Error seen: 0xCAA20002.. I already updated the app, cleared cache but the issue persists. Please help.",Printing,Removed legacy driver packages; Installed OEM-signed driver; Remapped printer; Printed test page; Locked driver version,Installed correct OEM driver and remapped printer; test page OK.,KB0000720,RES-TPL-007,Misconfiguration,sla-response-breach
INC3800844,"Hello IT, Getting errors and unable to proceed with my work. Started after password reset. I'm in Noida. This is impacting 'BluePortal'. Error seen: NDR 5.7.1.. I already restarted my laptop, tried a different browser but the issue persists. Please help.",Network/WAN,Measured latency/jitter and packet loss; Failed over to healthy path; Adjusted QoS for critical apps; Opened ISP ticket with traces; Monitored trend for 24 hours,Failed over to healthier path and tuned QoS; latency improved.,KB0001801,RES-TPL-009,Vendor Issue,nan
INC3801068,"Hello Support, Profile changes don't show up unless I hard‑refresh/clear cache. Started today. I'm in Mumbai. This is impacting 'Payments DB'. Error seen: TLS_HANDSHAKE_FAIL.. I already updated the app, restarted my laptop but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Cleared cache/cookies; Disabled problematic extensions; Hard-refreshed page; Updated browser; Documented steps for users,Cleared cache/cookies and updated browser; portal loads correctly.,KB0001902,RES-TPL-010,Misconfiguration,kb-high-confidence
INC3801205,"Hello Support, VPN connection is blocked due to certificate issues. Started after reboot. I'm in Chennai. This is impacting 'Email'. Error seen: ERR_TIMEOUT.. I already switched networks, cleared cache but the issue persists. Please help.",Email/Outlook,Installed full certificate chain; Reissued gateway cert; Cleared client cache; Retested connection; Enabled auto-renewal,Installed full certificate chain; reissued gateway cert and restored VPN.,KB0001610,RES-TPL-006,Misconfiguration,nan
INC3801054,"Hello Support, Getting SSL certificate expiry warning on internal portal. Started after password reset. I'm in Bengaluru. This is impacting 'Email'. Error seen: 0xCAA20002. Ref. I already signed out and back in, updated the app but the issue persists. Please help.",Email/Outlook,Reissued cert with correct SANs; Installed full chain (leaf+intermediate+root); Rebound listener and cleared SSL sessions; Validated with SSL scanners; Enabled auto-renewal and set T-30 reminder,Renewed TLS certificate and installed full chain; browsers clean.,KB0001610,RES-TPL-006,Certificate Expired,nan
INC3800010,"Hi Service Desk, VPN connection is blocked due to certificate issues. Started after reboot. I'm in Delhi. This is impacting 'BluePortal'. Error seen: 0x80070005.. I already updated the app, tried a different browser but the issue persists. Please help.",Remote Access (VPN),Installed full certificate chain; Reissued gateway cert; Cleared client cache; Retested connection; Enabled auto-renewal,Installed full certificate chain; reissued gateway cert and restored VPN.,KB0001610,RES-TPL-006,Certificate Expired,nan
INC3800147,"Hi Service Desk, System keeps alerting low disk space; temp/log files are piling up. Started after reboot. I'm in Hyderabad. This is impacting 'WAN'. Error seen: TLS_HANDSHAKE_FAIL.. I already signed out and back in, restarted my laptop but the issue persists. Please help.",OS/Storage,Identified top disk consumers (logs/cache/temp); Applied log rotation with compression; Purged obsolete archives as per retention policy; Adjusted thresholds and expanded volume if needed; Added proactive alerts at 70/85/90%,"Freed disk, enabled log rotation, tuned thresholds; alerts normalized.",KB0001320,RES-TPL-003,Misconfiguration,nan
INC3800721,"Hello IT, TLS chain not trusted; browser blocks the site. Started after reboot. I'm in Pune. This is impacting 'Container Platform'. Error seen: AUTH_FAIL.. I already updated the app, signed out and back in but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Reissued cert with correct SANs; Installed full chain (leaf+intermediate+root); Rebound listener and cleared SSL sessions; Validated with SSL scanners; Enabled auto-renewal and set T-30 reminder,Renewed TLS certificate and installed full chain; browsers clean.,KB0001610,RES-TPL-006,Misconfiguration,nan
INC3800282,"Hello Support, Getting errors and unable to proceed with my work. Started this afternoon. I'm in Hyderabad. This is impacting 'Remote Access'. Error seen: AUTH_FAIL.. I already signed out and back in, tried a different browser but the issue persists. Please help.",Remote Access (VPN),"Verified caller identity with MFA; Unlocked directory account; Enforced password reset with strong policy; Synced identity providers and purged stale tokens; Validated access across email, VPN, and apps",Identity verified and password reset; access validated across apps.,KB0000100,RES-TPL-008,User Error,kb-high-confidence;auto-resolution-candidate
INC3800298,"Hello Support, Teams join link opens but the app never connects to the meeting. Started today. I'm in Pune. This is impacting 'Container Platform'. Error seen: 0x80070005.. I already switched networks, updated the app but the issue persists. Please help.",Collaboration (SharePoint/Teams/OneDrive),Checked service health; Cleared Teams cache; Repaired Teams app; Switched network; Validated meeting join,"Cleared Teams cache, repaired app, and validated meeting join.",KB0000987,RES-TPL-002,Vendor Issue,nan
INC3800613,"Hi Team, Getting errors and unable to proceed with my work. Started this morning. I'm in Mumbai. This is impacting 'Container Platform'. Error seen: AUTH_FAIL.. I already switched networks, tried a different browser but the issue persists. Please help.",Printing,Removed legacy driver packages; Installed OEM-signed driver; Remapped printer; Printed test page; Locked driver version,Installed correct OEM driver and remapped printer; test page OK.,KB0000720,RES-TPL-007,Misconfiguration,nan
INC3800291,"Hello Support, Disk almost full and alerts keep popping up. Started post update. I'm in Bengaluru. This is impacting 'Identity'. Error seen: 0x80070005.. I already cleared cache, restarted my laptop but the issue persists. Please help.",Identity & Access,Identified top disk consumers (logs/cache/temp); Applied log rotation with compression; Purged obsolete archives as per retention policy; Adjusted thresholds and expanded volume if needed; Added proactive alerts at 70/85/90%,"Freed disk, enabled log rotation, tuned thresholds; alerts normalized.",KB0001320,RES-TPL-003,Capacity Exhaustion,nan
INC3800649,"Hello Support, I'm facing an issue with the application and need help to resolve it. Started during login. I'm in Noida. This is impacting 'WAN'. Error seen: 0x80070005.. I already cleared cache, switched networks but the issue persists. Please help.",Printing,Removed legacy driver packages; Installed OEM-signed driver; Remapped printer; Printed test page; Locked driver version,Installed correct OEM driver and remapped printer; test page OK.,KB0000720,RES-TPL-007,Misconfiguration,nan
INC3800598,"Hi Team, I'm unable to connect to the VPN—authentication keeps failing. Started this afternoon. I'm in Bengaluru. This is impacting 'WAN'. Error seen: 0x80070005.. I already switched networks, cleared cache but the issue persists. Please help.",Remote Access (VPN),Verified account status and MFA enrollment; Reset MFA and cleared cached VPN credentials; Updated VPN client and reimported profile; Validated time sync and TLS date/time; Confirmed successful connection and resource access,"Reset MFA, refreshed VPN profile, and verified successful authentication.",KB0001245,RES-TPL-001,Vendor Issue,nan
INC3801043,"Hi Team, My MFA codes/prompts are failing during sign‑in. Started this afternoon. I'm in Noida. This is impacting 'Container Platform'. Error seen: NDR 5.7.1. Ref. I already cleared cache, tried a different browser but the issue persists. Please help.",Identity & Access,Re-registered MFA device; Synced time on device; Cleared old registrations; Tested sign-in with backup method; Validated successful login,"Re-registered MFA, synced device time, and validated sign-in.",KB0000100,RES-TPL-008,User Error,nan
INC3800552,"Hi Service Desk, UI breaks after a recent browser update; need compatibility fix. Started post update. I'm in Hyderabad. This is impacting 'Printing'. Error seen: ERR_TIMEOUT. Ref. I already cleared cache, signed out and back in but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Cleared cache/cookies and disabled extensions; Switched to supported browser version; Applied site compatibility mode; Retested login and form submission; Updated user documentation,Applied compatibility mode and updated browser; portal functional.,KB0001902,RES-TPL-010,Misconfiguration,nan
INC3801298,"Hi Service Desk, VPN shows a certificate not trusted/SSL handshake error. Started post update. I'm in Delhi. This is impacting 'Remote Access'. Error seen: TLS_HANDSHAKE_FAIL.. I already switched networks, cleared cache but the issue persists. Please help.",Remote Access (VPN),Installed full certificate chain; Reissued gateway cert; Cleared client cache; Retested connection; Enabled auto-renewal,Installed full certificate chain; reissued gateway cert and restored VPN.,KB0001610,RES-TPL-006,Certificate Expired,nan
